id_tabungan,counter_tabungan,tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,status,keterangan
TAB-0744,38,2022-01-26,BELI MOTOR BEKAS,9820000.0,182679,6201231,3618769,Selsai,Cash
TAB-0744,39,2022-02-20,Beli Motor Bekas,9820000.0,164734,6365965,3454035,Belum Selesai,Transfer
TAB-0744,40,15-Mar-22,   beli motor bekas  ,9820000.0,162966,6528931,3291069,Belum Selesai,Cash
TAB-0744,41,2022-03-25,Beli Motor Bekas,,176857,6705788,3114212,Belum Selesai,nan
TAB-0744,42,2022-04-07,Beli Motor Bekas,9820000.0,Rp. 175.949,6881737,2938263,Belum Selesai,Transfer
TAB-0744,43,2022-04-28,BELI MOTOR BEKAS,9820000.0,124493,7006230,2813770,Belum Selesai,Cash
tb_0744,44,2022-05-19,   beli motor bekas  ,,156487,7162717,2657283,Belum Selesai,Cash
TAB-0744,45,Kemarin,,9820000.0,156963,7319680,2500320,Belum Selesai,Via ATM
TAB-0744,46,2022-07-06,BELI MOTOR BEKAS,9820000.0,155476,7475156,2344844,Belum Selesai,nan
TAB-0744,47,2022-07-18,BELI MOTOR BEKAS,9820000.0,133790,7608946,2211054,Belum Selesai,nan
TAB-0744,48,09-Aug-22,Beli Motor Bekas,9820000.0,162309,7771255,2048745,belum selesai,nan
TAB-0744,49,2022-08-26,Beli Motor Bekas,9820000.0,156k,7927731,1892269,Belum Selesai,Transfer
TAB-0744,50,2022-09-26,   beli motor bekas  ,9820000.0,152145,8079876,1740124,Belum Selesai,Transfer
TAB-0744,51,2022-10-23,Beli Motor Bekas,9820000.0,175k,8255276,1564724,Belum Selesai,Via ATM
TAB-0744,52,16/11/2022,Beli Motor Bekas,9820000.0,165616,8420892,1399108,Belum Selesai,Via ATM
TAB-0744,53,2022-12-10,Beli Motor Bekas,9820000.0,175618,8596510,1223490,Belum Selesai,Cash
TAB-0744,54,2023-01-10,   beli motor bekas  ,9820000.0,171913,8768423,1051577,Belum Selesai,Transfer
tb_0744,55,06/02/2023,Beli Motor Bekas,9820000.0,155597,8924020,895980,Belum Selesai,Transfer
TAB-0744,56,2023-02-24,Beli Motor Bekas,9820000.0,150966,9074986,745014,Belum Selesai,Cash
TAB-0744,57,10/03/2023,Beli Motor Bekas,982000000.0,142509,9217495,602505,Belum Selesai,Transfer
TAB-0744,58,06/04/2023,   beli motor bekas  ,9820000.0,154317,9371812,448188,Belum Selesai,Via ATM
TAB-0744,59,2023-04-19,Beli Motor Bekas,9820000.0,151530,9523342,296658,Belum Selesai,nan
TAB-0744,60,2023-05-19,Beli Motor Bekas,9820000.0,173088,9696430,123570,Belum Selesai,Transfer
TAB-0744,61,2023-05-26,   beli motor bekas  ,9820000.0,123570,9820000,0,Selesai,Cash
TAB-0745,1,18-Oct-21,UPGRADE RAM & SSD,1060000.0,68713,68713,991287,Belum Selesai,Cash
TAB-0745,2,2021-11-13,Upgrade RAM & SSD,1060000.0,74412,143125,916875,Belum Selesai,Transfer
TAB-0745,3,2021-12-13,Upgrade RAM & SSD,1060000.0,60951,204076,855924,Belum Selesai,Cash
TAB-0745,4,2022-01-01,   upgrade ram & ssd  ,1060000.0,74774,278850,781150,Belum Selesai,Transfer
TAB-0745,5,2022-01-25,   upgrade ram & ssd  ,1060000.0,55178,334028,725972,Belum Selesai,Via ATM
TAB - 0745,6,2022-02-01,Upgrade RAM & SSD,1060000.0,71021,405049,654951,Selsai,Transfer
TAB - 0745,7,2022-02-10,Upgrade RAM & SSD,1060000.0,67431,472480,587520,Belum Selesai,Via ATM
TAB-0745,8,08-Mar-22,Upgrade RAM & SSD,1060000.0,71453,543933,516067,Belum Selesai,Via ATM
tb_0745,9,24/03/2022,Upgrade RAM & SSD,1060000.0,63087,607020,452980,Belum Selesai,Via ATM
TAB-0745,10,2022-04-24,,1060000.0,75820,682840,377160,Belum Selesai,Cash
TAB-0745,11,2022-05-16,Upgrade RAM & SSD,1060000.0,71k,754089,305911,Belum Selesai,Via ATM
TAB-0745,12,2022-06-02,Upgrade RAM & SSD,1060000.0,66218,820307,239693,Belum Selesai,Transfer
TAB-0745,13,2022-06-29,Upgrade RAM & SSD,1060000.0,85631,905938,154062,Belum Selesai,nan
TAB-0745,14,2022-07-11,,1060000.0,Rp. 73.537,979475,80525,Belum Selesai,nan
TAB - 0745,15,2022-07-23,Upgrade RAM & SSD,1060000.0,64664,1044139,15861,Belum Selesai,nan
TAB - 0745,16,2022-08-05,Upgrade RAM & SSD,1060000.0,15861,1060000,0,Selesai,nan
TAB-0746,1,09/01/2020,Dana Darurat,6220000.0,613974,613974,5606026,Belum Selesai,Via ATM
TAB-0746,2,2020-01-29,DANA DARURAT,6220000.0,545169,1159143,5060857,Blm selese,Via ATM
TAB-0746,3,2020-02-19,Dana Darurat,622000000.0,663355,1822498,4397502,Belum Selesai,Cash
TAB-0746,4,2020-03-17,Dana Darurat,6220000.0,657150,2479648,3740352,Belum Selesai,Cash
TAB-0746,5,2020-03-27,   dana darurat  ,6220000.0,672261,3151909,3068091,Belum Selesai,Transfer
TAB-0746,6,2020-04-26,Dana Darurat,6220000.0,604138,3756047,2463953,Belum Selesai,Cash
TAB-0746,7,2020-05-08,Dana Darurat,6220000.0,614907,4370954,1849046,Belum Selesai,Transfer
TAB-0746,8,2020-05-18,Dana Darurat,6220000.0,617548,4988502,1231498,BELUM SELESAI,nan
TAB-0746,9,2020-06-16,Dana Darurat,6220000.0,600356,5588858,631142,Belum Selesai,Transfer
TAB-0746,10,2020-06-29,Dana Darurat,6220000.0,514343,6103201,116799,Belum Selesai,Via ATM
TAB-0746,11,15-Jul-20,DANA DARURAT,6220000.0,116799,6220000,0,Selesai,nan
TAB-0747,1,2022-02-22,   beli kamera analog/mirrorless  ,7430000.0,181622,181622,7248378,Belum Selesai,Via ATM
TAB-0747,2,2022-03-21,   beli kamera analog/mirrorless  ,7430000.0,188863,370485,7059515,Selsai,Via ATM
TAB-0747,3,2022-04-07,Beli Kamera Analog/Mirrorless,7430000.0,201k,572453,6857547,Belum Selesai,Via ATM
TAB-0747,4,2022-04-29,Beli Kamera Analog/Mirrorless,7430000.0,Rp. 199.732,772185,6657815,SELESAI,nan
TAB - 0747,5,11/05/2022,Beli Kamera Analog/Mirrorless,7430000.0,232k,1004743,6425257,Belum Selesai,Transfer
TAB-0747,6,2022-05-27,Beli Kamera Analog/Mirrorless,7430000.0,179940,1184683,6245317,BELUM SELESAI,Via ATM
tb_0747,7,2022-06-19,   beli kamera analog/mirrorless  ,7430000.0,Rp. 213.794,1398477,6031523,Belum Selesai,Transfer
TAB-0747,8,28-Jun-22,Beli Kamera Analog/Mirrorless,7430000.0,235377,1633854,5796146,Belum Selesai,Transfer
TAB-0747,9,2022-07-08,,7430000.0,222981 rupiah,1856835,5573165,Belum Selesai,Transfer
TAB-0747,10,2022-08-05,Beli Kamera Analog/Mirrorless,7430000.0,Rp. 182.490,2039325,5390675,belum selesai,Cash
TAB-0747,11,2022-08-27,Beli Kamera Analog/Mirrorless,7430000.0,221066,2260391,5169609,Belum Selesai,Via ATM
TAB-0747,12,2022-09-13,Beli Kamera Analog/Mirrorless,7430000.0,210409,2470800,4959200,Belum Selesai,Cash
TAB-0747,13,2022-10-02,Beli Kamera Analog/Mirrorless,7430000.0,180610,2651410,4778590,Selsai,nan
TAB-0747,14,2022-10-19,BELI KAMERA ANALOG/MIRRORLESS,7430000.0,230180,2881590,4548410,Belum Selesai,Transfer
TAB-0747,15,2022-10-26,Beli Kamera Analog/Mirrorless,7430000.0,217503,3099093,4330907,SELESAI,nan
TAB-0747,16,2022-11-16,BELI KAMERA ANALOG/MIRRORLESS,7430000.0,Rp. 230.507,3329600,4100400,selesai,nan
TAB-0747,17,2022-12-15,Beli Kamera Analog/Mirrorless,7430000.0,211299,3540899,3889101,Belum Selesai,Via ATM
TAB-0747,18,2023-01-08,   beli kamera analog/mirrorless  ,7430000.0,235277,3776176,3653824,Belum Selesai,Via ATM
TAB-0747,19,2023-01-19,   beli kamera analog/mirrorless  ,7430000.0,195473,3971649,3458351,Belum Selesai,Cash
TAB - 0747,20,2023-02-07,Beli Kamera Analog/Mirrorless,7430000.0,211623,4183272,3246728,Belum Selesai,Transfer
TAB-0747,21,2023-02-20,Beli Kamera Analog/Mirrorless,7430000.0,213228,4396500,3033500,Belum Selesai,nan
TAB-0747,22,2023-02-27,Beli Kamera Analog/Mirrorless,7430000.0,206720,4603220,2826780,Belum Selesai,Via ATM
TAB-0747,23,2023-03-30,Beli Kamera Analog/Mirrorless,7430000.0,209726,4812946,2617054,BELUM SELESAI,Transfer
TAB-0747,24,2023-04-24,   beli kamera analog/mirrorless  ,7430000.0,201046 rupiah,5013992,2416008,Belum Selesai,Via ATM
TAB-0747,25,2023-05-16,Beli Kamera Analog/Mirrorless,7430000.0,187714,5201706,2228294,Belum Selesai,Via ATM
TAB-0747,26,2023-06-06,BELI KAMERA ANALOG/MIRRORLESS,7430000.0,177181,5378887,2051113,Belum Selesai,Cash
TAB-0747,27,02/07/2023,Beli Kamera Analog/Mirrorless,7430000.0,234528,5613415,1816585,Selsai,Via ATM
TAB-0747,28,2023-07-18,Beli Kamera Analog/Mirrorless,7430000.0,202730,5816145,1613855,Belum Selesai,Transfer
TAB-0747,29,2023-08-02,Beli Kamera Analog/Mirrorless,7430000.0,Rp. 159.977,5976122,1453878,Belum Selesai,nan
TAB-0747,30,2023-08-24,,7430000.0,182517,6158639,1271361,Belum Selesai,Via ATM
tb_0747,31,14-Sep-23,Beli Kamera Analog/Mirrorless,7430000.0,192510,6351149,1078851,belum selesai,nan
TAB-0747,32,2023-10-09,Beli Kamera Analog/Mirrorless,7430000.0,193210,6544359,885641,Belum Selesai,Cash
TAB-0747,33,2023-10-17,Beli Kamera Analog/Mirrorless,7430000.0,173428,6717787,712213,Belum Selesai,Via ATM
TAB-0747,34,2023-11-01,Beli Kamera Analog/Mirrorless,7430000.0,193347,6911134,518866,Belum Selesai,nan
TAB-0747,35,2023-11-15,,7430000.0,205148,7116282,313718,Belum Selesai,Via ATM
TAB-0747,36,25/11/2023,BELI KAMERA ANALOG/MIRRORLESS,7430000.0,Rp. 194.047,7310329,119671,Belum Selesai,nan
TAB-0747,37,2023-12-04,Beli Kamera Analog/Mirrorless,7430000.0,119671,7430000,0,Selesai,nan
TAB-0748,1,2022-06-06,Beli Laptop Skripsi,10450000.0,1037895,1037895,9412105,Belum Selesai,Transfer
tb_0748,2,18-Jun-22,Beli Laptop Skripsi,10450000.0,1052090,2089985,8360015,Belum Selesai,nan
TAB-0748,3,2022-06-29,Beli Laptop Skripsi,10450000.0,916508,3006493,7443507,Belum Selesai,Cash
TAB-0748,4,2022-07-15,Beli Laptop Skripsi,10450000.0,836108 rupiah,3842601,6607399,Belum Selesai,Transfer
TAB-0748,5,2022-07-23,Beli Laptop Skripsi,10450000.0,968803,4811404,5638596,belum selesai,Transfer
TAB-0749,1,27/07/2020,Beli Emas Antam,6290000.0,622222,622222,5667778,Belm Selesai,Via ATM
TAB-0749,2,05/08/2020,Beli Emas Antam,6290000.0,752k,1374742,4915258,Belm Selesai,nan
TAB-0749,3,2020-08-14,,629000000.0,643797,2018539,4271461,Belum Selesai,nan
TAB-0749,4,2020-09-05,   beli emas antam  ,6290000.0,595796,2614335,3675665,Belum Selesai,Transfer
TAB-0749,5,2020-10-05,Beli Emas Antam,6290000.0,609186,3223521,3066479,Belum Selesai,Via ATM
TAB-0749,6,16-Oct-20,Beli Emas Antam,6290000.0,662665,3886186,2403814,SELESAI,Cash
TAB-0750,1,2020-10-02,Rakit PC Gaming,,1402022,1402022,17477978,Belum Selesai,nan
TAB - 0750,2,2020-10-18,   rakit pc gaming  ,18880000.0,1143k,2545860,16334140,SELESAI,Transfer
TAB-0750,3,07/11/2020,Rakit PC Gaming,18880000.0,1004k,3550038,15329962,Blm selese,nan
TAB-0750,4,2020-11-30,   rakit pc gaming  ,18880000.0,951745,4501783,14378217,SELESAI,Via ATM
TAB-0750,5,24/12/2020,Rakit PC Gaming,18880000.0,1194953,5696736,13183264,Belum Selesai,Cash
TAB-0750,6,2021-01-15,,18880000.0,1128975,6825711,12054289,Belum Selesai,Cash
TAB-0750,7,2021-01-24,   rakit pc gaming  ,18880000.0,1028610,7854321,11025679,Belum Selesai,Transfer
TAB-0750,8,2021-02-02,Rakit PC Gaming,18880000.0,1096060,8950381,9929619,Belum Selesai,nan
TAB-0750,9,2021-02-21,,18880000.0,1034313,9984694,8895306,Belum Selesai,Via ATM
TAB-0750,10,2021-03-22,Rakit PC Gaming,18880000.0,1001111,10985805,7894195,Belum Selesai,nan
TAB-0750,11,2021-04-01,Rakit PC Gaming,18880000.0,1152588,12138393,6741607,BELUM SELESAI,Cash
TAB-0750,12,10/04/2021,RAKIT PC GAMING,18880000.0,879047 rupiah,13017440,5862560,Belum Selesai,Via ATM
TAB-0750,13,2021-04-27,Rakit PC Gaming,,1280530,14297970,4582030,Belum Selesai,Transfer
TAB-0750,14,2021-05-16,Rakit PC Gaming,18880000.0,970861,15268831,3611169,Belum Selesai,Via ATM
TAB-0750,15,2021-06-04,RAKIT PC GAMING,18880000.0,1084331,16353162,2526838,Belum Selesai,Cash
TAB-0750,16,2021-06-21,Rakit PC Gaming,18880000.0,1171307,17524469,1355531,Belum Selesai,Cash
TAB-0750,17,2021-07-09,Rakit PC Gaming,18880000.0,985594,18510063,369937,belum selesai,Via ATM
tb_0750,18,2021-08-01,Rakit PC Gaming,18880000.0,Rp. 369.937,18880000,0,Selesai,nan
TAB-0751,1,2020-12-09,Tanpa Nama,1750000.0,88593,88593,1661407,Belum Selesai,Cash
TAB-0751,2,2020-12-23,Tanpa Nama,175000000.0,99314,187907,1562093,Belum Selesai,Via ATM
TAB - 0751,3,2021-01-19,Tanpa Nama,1750000.0,103414,291321,1458679,Belum Selesai,Cash
TAB-0751,4,01/02/2021,Tanpa Nama,1750000.0,96979,388300,1361700,Belum Selesai,Transfer
TAB-0751,5,2021-02-09,Tanpa Nama,1750000.0,81180,469480,1280520,Belum Selesai,nan
tb_0751,6,2021-03-10,,1750000.0,82k,552260,1197740,Belum Selesai,Transfer
TAB-0751,7,2021-03-24,Tanpa Nama,1750000.0,67412,619672,1130328,Belum Selesai,Transfer
TAB-0751,8,2021-04-04,Tanpa Nama,1750000.0,92132 rupiah,711804,1038196,Belum Selesai,Cash
TAB-0751,9,2021-04-23,Tanpa Nama,1750000.0,85400,797204,952796,Belum Selesai,nan
TAB-0751,10,2021-05-15,,1750000.0,95353,892557,857443,Belum Selesai,nan
TAB-0751,11,2021-06-01,Tanpa Nama,1750000.0,96672,989229,760771,belum selesai,Transfer
TAB-0751,12,2021-06-10,Tanpa Nama,1750000.0,97261,1086490,663510,Belum Selesai,Cash
TAB-0751,13,2021-07-03,Tanpa Nama,1750000.0,106846,1193336,556664,Selsai,Cash
TAB-0751,14,2021-07-16,TANPA NAMA,1750000.0,83247,1276583,473417,Belum Selesai,Transfer
TAB-0751,15,2021-07-29,Tanpa Nama,1750000.0,75911 rupiah,1352494,397506,Belum Selesai,Transfer
TAB-0751,16,2021-08-06,Tanpa Nama,1750000.0,83135,1435629,314371,Belum Selesai,Cash
TAB-0751,17,30-Aug-21,Tanpa Nama,,96295 rupiah,1531924,218076,Belum Selesai,nan
TAB-0751,18,2021-09-22,TANPA NAMA,1750000.0,80705 rupiah,1612629,137371,Belum Selesai,nan
TAB-0751,19,2021-10-04,Tanpa Nama,1750000.0,85915,1698544,51456,Belum Selesai,Transfer
TAB-0751,20,2021-10-21,Tanpa Nama,1750000.0,51456,1750000,0,Selesai,Transfer
TAB-0752,1,2024-11-09,Modal Nikah/Tunangan,65260000.0,6645180,6645180,58614820,Belm Selesai,Cash
tb_0752,2,2024-11-22,,65260000.0,6212445,12857625,52402375,Belum Selesai,nan
TAB-0752,3,23/12/2024,   modal nikah/tunangan  ,65260000.0,6516942,19374567,45885433,Belum Selesai,Cash
TAB-0752,4,2025-01-04,Modal Nikah/Tunangan,65260000.0,5182460,24557027,40702973,BELUM SELESAI,Cash
TAB - 0752,5,2025-02-01,Modal Nikah/Tunangan,65260000.0,7796063,32353090,32906910,Selsai,Transfer
TAB-0752,6,14-Feb-25,,,6616507,38969597,26290403,Belum Selesai,nan
TAB-0752,7,2025-03-06,   modal nikah/tunangan  ,65260000.0,6449198 rupiah,45418795,19841205,selesai,nan
TAB-0752,8,2025-03-25,Modal Nikah/Tunangan,65260000.0,6073423,51492218,13767782,Belum Selesai,Transfer
TAB-0752,9,2025-04-21,Modal Nikah/Tunangan,65260000.0,5497751,56989969,8270031,selesai,Transfer
TAB-0752,10,Lupa nyatet,MODAL NIKAH/TUNANGAN,65260000.0,6632939,63622908,1637092,Belum Selesai,nan
TAB-0752,11,2025-06-11,Modal Nikah/Tunangan,65260000.0,1637092,65260000,0,Selesai,Via ATM
TAB-0753,1,2022-03-14,Uang Kondangan Temen,400000.0,39802,39802,360198,Belum Selesai,Transfer
TAB-0753,2,2022-04-06,UANG KONDANGAN TEMEN,400000.0,34267,74069,325931,SELESAI,Cash
TAB-0753,3,2022-04-30,Uang Kondangan Temen,400000.0,44k,118769,281231,selesai,Cash
TAB-0753,4,2022-05-16,Uang Kondangan Temen,400000.0,34645,153414,246586,Blm selese,nan
TAB-0753,5,29/05/2022,UANG KONDANGAN TEMEN,400000.0,38211,191625,208375,Belum Selesai,nan
TAB-0753,6,2022-06-05,Uang Kondangan Temen,,44860,236485,163515,Selsai,Cash
TAB-0753,7,2022-06-25,Uang Kondangan Temen,400000.0,44973,281458,118542,Belum Selesai,Transfer
TAB-0753,8,Lupa nyatet,UANG KONDANGAN TEMEN,400000.0,45518,326976,73024,Belum Selesai,Cash
TAB-0753,9,2022-08-04,Uang Kondangan Temen,400000.0,36833,363809,36191,Belum Selesai,nan
tb_0754,1,2022-05-11,Modal Nikah/Tunangan,73480000.0,5683789,5683789,67796211,Belum Selesai,Via ATM
TAB-0754,2,Bulan lalu,Modal Nikah/Tunangan,73480000.0,7023830,12707619,60772381,Belum Selesai,Transfer
TAB-0754,3,2022-06-13,   modal nikah/tunangan  ,73480000.0,8033240,20740859,52739141,Belum Selesai,nan
TAB-0755,1,15-Sep-20,Bayar UKT Semester Depan,2200000.0,222342,222342,1977658,Belum Selesai,Via ATM
TAB-0755,2,13/10/2020,Bayar UKT Semester Depan,2200000.0,242658,465000,1735000,Belum Selesai,Transfer
TAB-0755,3,2020-10-21,,2200000.0,225122,690122,1509878,Belum Selesai,Via ATM
TAB-0755,4,2020-11-10,Bayar UKT Semester Depan,2200000.0,186012,876134,1323866,SELESAI,Transfer
tb_0755,5,2020-12-09,Bayar UKT Semester Depan,,231290,1107424,1092576,Belum Selesai,Transfer
TAB-0755,6,2021-01-02,,2200000.0,216380,1323804,876196,Belum Selesai,Transfer
tb_0755,7,2021-02-02,Bayar UKT Semester Depan,2200000.0,230143,1553947,646053,Selsai,Cash
TAB-0755,8,2021-02-11,Bayar UKT Semester Depan,2200000.0,219854,1773801,426199,Belum Selesai,nan
TAB-0755,9,24-Feb-21,,2200000.0,242601,2016402,183598,Belum Selesai,Transfer
tb_0755,10,2021-03-19,BAYAR UKT SEMESTER DEPAN,2200000.0,Rp. 183.598,2200000,0,Selesai,Cash
TAB - 0756,1,2022-09-28,Modal Nikah/Tunangan,87840000.0,7100610,7100610,80739390,Selsai,Cash
TAB-0756,2,2022-10-22,   modal nikah/tunangan  ,87840000.0,Rp. 8.440.824,15541434,72298566,belum selesai,Cash
TAB-0756,3,2022-11-13,,87840000.0,9043160,24584594,63255406,BELUM SELESAI,nan
TAB-0756,4,2022-11-28,Modal Nikah/Tunangan,87840000.0,7629525,32214119,55625881,Belum Selesai,Cash
TAB-0756,5,20/12/2022,Modal Nikah/Tunangan,87840000.0,8747299,40961418,46878582,Belum Selesai,Transfer
TAB-0756,6,19-Jan-23,Modal Nikah/Tunangan,87840000.0,9004815,49966233,37873767,Belm Selesai,Via ATM
TAB-0756,7,2023-01-29,Modal Nikah/Tunangan,87840000.0,8986774,58953007,28886993,Belum Selesai,Via ATM
TAB-0756,8,2023-02-28,Modal Nikah/Tunangan,87840000.0,8846175,67799182,20040818,Belum Selesai,Cash
TAB-0756,9,2023-03-22,Modal Nikah/Tunangan,87840000.0,7162133,74961315,12878685,Belum Selesai,Cash
tb_0756,10,2023-04-14,Modal Nikah/Tunangan,87840000.0,8176586,83137901,4702099,Belum Selesai,Cash
tb_0756,11,2023-04-22,Modal Nikah/Tunangan,87840000.0,4702099,87840000,0,Selesai,Cash
tb_0757,1,2021-10-02,Dana Darurat,14380000.0,1302739,1302739,13077261,Belum Selesai,Cash
tb_0757,2,2021-10-11,DANA DARURAT,1438000000.0,1403549,2706288,11673712,Belum Selesai,Cash
TAB-0757,3,2021-10-26,Dana Darurat,14380000.0,1521265,4227553,10152447,Belum Selesai,Transfer
TAB-0757,4,2021-11-08,Dana Darurat,14380000.0,1618380,5845933,8534067,Belum Selesai,Transfer
TAB-0757,5,2021-11-26,Dana Darurat,14380000.0,1129109,6975042,7404958,Belum Selesai,Via ATM
TAB-0757,6,2021-12-19,DANA DARURAT,14380000.0,1442708,8417750,5962250,Belum Selesai,Cash
TAB-0757,7,2022-01-09,   dana darurat  ,14380000.0,1321712,9739462,4640538,BELUM SELESAI,nan
tb_0757,8,2022-01-20,Dana Darurat,14380000.0,1425767,11165229,3214771,Belum Selesai,Transfer
TAB-0757,9,2022-02-04,Dana Darurat,14380000.0,1321275,12486504,1893496,Blm selese,nan
TAB-0758,1,2022-11-09,MODAL NIKAH/TUNANGAN,32780000.0,3725618,3725618,29054382,Belum Selesai,Via ATM
TAB-0758,2,2022-11-30,Modal Nikah/Tunangan,32780000.0,3306156,7031774,25748226,Belum Selesai,nan
TAB-0758,3,11/12/2022,Modal Nikah/Tunangan,32780000.0,3194375,10226149,22553851,Belum Selesai,nan
TAB-0758,4,2022-12-21,Modal Nikah/Tunangan,32780000.0,3151964,13378113,19401887,Belum Selesai,Cash
tb_0758,5,2022-12-31,Modal Nikah/Tunangan,32780000.0,3744747,17122860,15657140,Belum Selesai,nan
TAB-0758,6,2023-01-23,Modal Nikah/Tunangan,32780000.0,Rp. 3.313.758,20436618,12343382,Belum Selesai,Cash
TAB-0758,7,10/02/2023,Modal Nikah/Tunangan,32780000.0,3104179,23540797,9239203,Belum Selesai,nan
TAB-0758,8,2023-02-19,MODAL NIKAH/TUNANGAN,32780000.0,3302197,26842994,5937006,Belum Selesai,Via ATM
TAB-0758,9,2023-03-10,,32780000.0,3266882,30109876,2670124,Belum Selesai,nan
TAB-0758,10,2023-04-09,Modal Nikah/Tunangan,32780000.0,2670124,32780000,0,Selesai,Transfer
TAB-0759,1,2022-01-06,LANGGANAN NETFLIX/SPOTIFY TAHUNAN,380000.0,40557 rupiah,40557,339443,Blm selese,nan
TAB-0759,2,22-Jan-22,LANGGANAN NETFLIX/SPOTIFY TAHUNAN,380000.0,46131 rupiah,86688,293312,BELUM SELESAI,Transfer
TAB-0759,3,2022-02-21,   langganan netflix/spotify tahunan  ,380000.0,Rp. 42.502,129190,250810,Belum Selesai,Transfer
tb_0759,4,2022-03-19,Langganan Netflix/Spotify Tahunan,380000.0,41574,170764,209236,BELUM SELESAI,Cash
TAB-0759,5,2022-04-19,Langganan Netflix/Spotify Tahunan,380000.0,41283,212047,167953,Belum Selesai,Cash
tb_0759,6,2022-05-20,Langganan Netflix/Spotify Tahunan,380000.0,29650 rupiah,241697,138303,SELESAI,Transfer
TAB-0759,7,2022-06-20,Langganan Netflix/Spotify Tahunan,380000.0,37860 rupiah,279557,100443,Belum Selesai,Cash
tb_0759,8,2022-07-02,,380000.0,32856,312413,67587,Belum Selesai,nan
TAB-0759,9,02/08/2022,   langganan netflix/spotify tahunan  ,380000.0,35059,347472,32528,Selsai,Transfer
TAB-0759,10,2022-08-28,LANGGANAN NETFLIX/SPOTIFY TAHUNAN,380000.0,32528,380000,0,Selesai,Via ATM
TAB-0760,1,13-Oct-20,Rakit PC Gaming,24690000.0,2351707,2351707,22338293,Belum Selesai,Transfer
TAB-0760,2,2020-10-28,,24690000.0,2467k,4819678,19870322,Belum Selesai,Cash
TAB - 0760,3,2020-11-11,Rakit PC Gaming,24690000.0,2148600,6968278,17721722,Belum Selesai,Transfer
TAB-0760,4,2020-11-27,   rakit pc gaming  ,24690000.0,3160988,10129266,14560734,Belum Selesai,Via ATM
TAB-0760,5,2020-12-05,   rakit pc gaming  ,24690000.0,2157k,12286912,12403088,Belum Selesai,Cash
TAB-0760,6,22-Dec-20,Rakit PC Gaming,24690000.0,2712421,14999333,9690667,Belum Selesai,nan
TAB-0760,7,2021-01-01,Rakit PC Gaming,24690000.0,2646760,17646093,7043907,Belum Selesai,Transfer
TAB-0760,8,2021-01-16,Rakit PC Gaming,24690000.0,Rp. 2.492.115,20138208,4551792,Belum Selesai,Via ATM
TAB-0760,9,2021-02-08,Rakit PC Gaming,24690000.0,1906090,22044298,2645702,Belum Selesai,Transfer
TAB-0761,1,05-Dec-21,   modal nikah/tunangan  ,73480000.0,Rp. 7.205.784,7205784,66274216,selesai,Transfer
TAB-0761,2,2021-12-23,Modal Nikah/Tunangan,73480000.0,8591955,15797739,57682261,Belum Selesai,Via ATM
TAB-0761,3,05/01/2022,Modal Nikah/Tunangan,73480000.0,7002550,22800289,50679711,Belum Selesai,Cash
TAB-0761,4,2022-01-12,MODAL NIKAH/TUNANGAN,73480000.0,7000099,29800388,43679612,Belum Selesai,Transfer
TAB-0761,5,2022-01-30,Modal Nikah/Tunangan,73480000.0,7211532,37011920,36468080,Belum Selesai,Cash
TAB-0761,6,2022-02-07,Modal Nikah/Tunangan,73480000.0,6465042,43476962,30003038,Belum Selesai,Via ATM
TAB-0761,7,2022-02-15,Modal Nikah/Tunangan,73480000.0,5806612 rupiah,49283574,24196426,Belum Selesai,Via ATM
TAB-0761,8,2022-03-11,Modal Nikah/Tunangan,73480000.0,7040865,56324439,17155561,Belum Selesai,Via ATM
TAB-0761,9,2022-04-04,   modal nikah/tunangan  ,73480000.0,6479638,62804077,10675923,Belum Selesai,Transfer
tb_0761,10,2022-04-17,Modal Nikah/Tunangan,73480000.0,Rp. 7.719.728,70523805,2956195,Belum Selesai,nan
TAB-0761,11,2022-05-18,,73480000.0,2956k,73480000,0,Selesai,Via ATM
TAB-0762,1,09-Feb-22,   beli helm fullface/cargloss  ,1140000.0,295926,295926,844074,Belum Selesai,Transfer
TAB-0762,2,2022-03-07,Beli Helm Fullface/Cargloss,1140000.0,315053,610979,529021,Belum Selesai,nan
TAB-0762,3,2022-04-01,Beli Helm Fullface/Cargloss,1140000.0,273859,884838,255162,Belum Selesai,Via ATM
TAB-0762,4,2022-04-12,Beli Helm Fullface/Cargloss,1140000.0,216377,1101215,38785,Belum Selesai,Cash
TAB-0762,5,2022-05-10,,1140000.0,38785,1140000,0,Selesai,Transfer
tb_0763,1,15-Oct-20,Beli Motor Bekas,8740000.0,834543,834543,7905457,belum selesai,nan
TAB-0763,2,2020-11-04,Beli Motor Bekas,8740000.0,933641,1768184,6971816,Belum Selesai,Transfer
