tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target
8/7/2020,Beli Sepatu Sneakers/Running,310000,40000,40000,270000
11/9/2020,Nabung Bayar Utang/Pinjol,3260000,60000,1460000,1800000
6/22/2022,Bayar Kosan Tahunan,16660000,-100000,9360000,7300000
1/1/2021,Beli Kasur Busa/Springbed,1750000,220000,700000,1050000
3/16/2022,Rakit PC Gaming,21690000,1800000,2020000,19670000
11/11/2022,Modal Nikah/Tunangan,85780000,200000,37790000,47990000
1/7/2022,Beli Sepatu Sneakers/Running,1370000,80000,1160000,210000
8/22/2022,Modal Nikah/Tunangan,24510000,1300000,16780000,7730000
10/11/2021,Modal Usaha Thrift/F&B,13760000,2000000,3280000,10480000
2/17/2022,Liburan ke Bali/Jogja,4680000,10000,400000,4280000
6/13/2020,Beli Emas Antam,5330000,70000,4350000,980000
6/1/2020,Modal Usaha Thrift/F&B,9220000,90000,3770000,5450000
8/22/2022,,14870000,40000,11300000,3570000
5/25/2024,Modal Nikah/Tunangan,65260000,1400000,33090000,32170000
9/25/2020,,9620000,100000,8060000,1560000
2/2/2022,Sewa Server/VPS Tahunan,2220000,230000,230000,1990000
8/24/2020,Dana Darurat,15920000,-100000,6620000,9300000
3/2/2020,Beli Motor Bekas,12800000,100000,2930000,9870000
3/2/2022,Bayar UKT Semester Depan,2550000,70000,2550000,0
4/2/2020,Traktir Temen Sidang/Wisuda,500000,50000,50000,450000
11/22/2020,Beli Action Figure/Gunpla,2390000,70000,1540000,850000
5/26/2022,Beli Laptop Skripsi,6540000,10000,6290000,250000
11/9/2020,Dana Darurat,15560000,60000,7130000,8430000
1/27/2022,Bayar UKT Semester Depan,6750000,1900000,3840000,2910000
11/21/2021,,13260000,,9620000,3640000
2/21/2021,Nabung Bayar Utang/Pinjol,4980000,80000,1650000,3330000
3/6/2022,Servis Turun Mesin,2840000,180000,210000,2630000
5/10/2024,Modal Nikah/Tunangan,85960000,500000,70050000,15910000
9/5/2024,Modal Nikah/Tunangan,93000000,50000,67830000,25170000
2/10/2024,Modal Nikah/Tunangan,89990000,150000,24570000,65420000
1/8/2024,Modal Nikah/Tunangan,89990000,1300000,23870000,66120000
12/8/2020,Liburan ke Bali/Jogja,6030000,260000,2600000,3430000
12/16/2020,,14340000,280000,10680000,3660000
4/28/2022,Liburan ke Bali/Jogja,6810000,70000,4450000,2360000
10/8/2021,Upgrade RAM & SSD,1900000,99999999,220000,1680000
4/9/2022,Nabung Bayar Utang/Pinjol,3570000,400000,3570000,0
12/25/2021,Modal Nikah/Tunangan,85960000,10000,21460000,64500000
2/5/2021,Beli Domain & Hosting,180000,30000,30000,150000
5/4/2021,Ganti Ban Depan Belakang,1000000,1000000,1000000,0
7/20/2020,Beli Emas Antam,8810000,210000,2590000,6220000
4/18/2021,Bayar Kosan Tahunan,7930000,60000,3990000,3940000
1/27/2022,Nabung Bayar Utang/Pinjol,3870000,100000,550000,3320000
3/13/2022,Rakit PC Gaming,21690000,40000,130000,21560000
7/20/2021,Upgrade HP Baru,13540000,40000,10720000,2820000
10/31/2020,Beli Kasur Busa/Springbed,1540000,190000,900000,640000
6/12/2022,Beli Laptop Skripsi,10450000,230000,6830000,3620000
5/12/2020,Perpanjang Pajak Kendaraan,490000,250000,470000,20000
2/23/2022,Beli iPad/Tablet Nugas,10820000,,2970000,7850000
1/2/2022,Servis Turun Mesin,2090000,1600000,1600000,490000
3/11/2024,Modal Nikah/Tunangan,65260000,50000,51170000,14090000
4/9/2024,Modal Nikah/Tunangan,93000000,,57180000,35820000
5/28/2021,Beli Motor Bekas,14520000,40000,10220000,4300000
2/3/2022,Beli Laptop Skripsi,6540000,170000,840000,5700000
2/3/2022,Traktir Temen Sidang/Wisuda,530000,30000,30000,500000
4/27/2021,Tiket Konser K-Pop/Lokal,950000,60000,650000,300000
12/24/2021,Kursus Bootcamp IT/Data Science,7900000,80000,2200000,5700000
7/5/2024,Modal Nikah/Tunangan,85780000,1900000,54920000,30860000
5/28/2024,Modal Nikah/Tunangan,93000000,20000,38900000,54100000
11/8/2021,Bayar Kosan Tahunan,13230000,210000,6930000,6300000
7/3/2022,Modal Nikah/Tunangan,87840000,80000,21790000,66050000
11/14/2022,Modal Nikah/Tunangan,32780000,70000,20950000,11830000
10/2/2020,,15350000,40000,13380000,1970000
3/24/2022,Modal Skripsi & Jilid,2020000,90000,1420000,600000
6/5/2024,Modal Nikah/Tunangan,73480000,1100000,43300000,30180000
6/30/2024,Modal Nikah/Tunangan,65260000,10000,35950000,29310000
11/26/2020,Kado Ultah Pacar,1000000,220000,760000,240000
2/12/2021,Traktir Temen Sidang/Wisuda,760000,100000,340000,420000
1/21/2021,Rakit PC Gaming,21100000,50000,10330000,10770000
8/7/2020,Beli Laptop Skripsi,6940000,80000,80000,6860000
2/18/2025,Modal Nikah/Tunangan,87840000,,70780000,17060000
6/15/2025,,87840000,10000,76830000,11010000
6/15/2021,Modal Nikah/Tunangan,85960000,20000,4450000,81510000
2/7/2022,Modal Nikah/Tunangan,97510000,20000,950000,96560000
11/20/2024,Modal Nikah/Tunangan,97510000,50000,62400000,35110000
3/14/2022,Langganan Gym,1680000,180000,330000,1350000
10/23/2020,Kado Hari Ibu/Ultah Ortu,2010000,70000,1140000,870000
10/17/2020,Nabung Bayar Utang/Pinjol,4550000,900000,2530000,2020000
4/6/2021,Rakit PC Gaming,24690000,140000,17460000,7230000
4/19/2020,Beli Motor Bekas,12800000,1000000,7910000,4890000
6/1/2024,Modal Nikah/Tunangan,45570000,80000,34570000,11000000
11/10/2020,Beli Kasur Busa/Springbed,1070000,400000,490000,580000
3/24/2022,Kursus Bootcamp IT/Data Science,2280000,110000,1840000,440000
7/18/2021,Tiket DWP / Pestapora,1910000,,210000,1700000
1/3/2022,Perpanjang Pajak Kendaraan,570000,290000,290000,280000
2/10/2022,Kursus Bootcamp IT/Data Science,7390000,250000,1120000,6270000
12/24/2021,Modal Nikah/Tunangan,73480000,60000,14440000,59040000
12/29/2021,Rakit PC Gaming,21710000,100000,13150000,8560000
10/8/2020,Bayar Kosan Tahunan,8200000,90000,90000,8110000
11/12/2022,Modal Nikah/Tunangan,85960000,290000,38190000,47770000
2/5/2022,Tiket Konser K-Pop/Lokal,4060000,90000,2700000,1360000
5/31/2022,Beli iPad/Tablet Nugas,10820000,270000,9880000,940000
5/28/2022,Beli Hewan Qurban,4020000,1800000,3330000,690000
3/15/2022,Beli Kamera Analog/Mirrorless,4740000,70000,3660000,1080000
7/23/2022,Modal Nikah/Tunangan,73480000,90000,26870000,46610000
3/5/2021,Beli Laptop Skripsi,9610000,90000,90000,9520000
3/21/2021,Modal Nikah/Tunangan,15510000,90000,520000,14990000
8/24/2020,Beli Laptop Skripsi,6940000,20000,1620000,5320000
9/16/2021,DP Motor Baru,6820000,30000,1340000,5480000
3/1/2022,Sewa Server/VPS Tahunan,2290000,270000,2290000,0
4/21/2021,Dana Darurat,19490000,100000,1030000,18460000
3/10/2020,Kursus Bootcamp IT/Data Science,5290000,40000,3980000,1310000
6/15/2020,Ganti Ban Depan Belakang,850000,10000,630000,220000
7/12/2021,Monitor External,2180000,10000,2010000,170000
10/9/2020,Beli iPad/Tablet Nugas,9250000,270000,9120000,130000
2/25/2022,Modal Nikah/Tunangan,45570000,160000,4520000,41050000
4/23/2022,Bayar Kosan Tahunan,16660000,280000,5420000,11240000
7/18/2021,Modal Nikah/Tunangan,85780000,900000,10030000,75750000
5/30/2021,Bayar Kosan Tahunan,17290000,10000,1640000,15650000
6/16/2020,Kado Hari Ibu/Ultah Ortu,2860000,60000,240000,2620000
4/15/2022,Beli Hewan Qurban,4020000,100000,3730000,290000
3/28/2022,Beli Hewan Qurban,3990000,1100000,3370000,620000
3/8/2022,Beli Sepatu Sneakers/Running,620000,110000,280000,340000
1/21/2020,Dana Darurat,6220000,90000,260000,5960000
7/10/2020,Beli Hewan Qurban,4820000,60000,3450000,1370000
9/25/2020,Bayar Kosan Tahunan,13940000,180000,2060000,11880000
3/2/2022,Liburan ke Bali/Jogja,2180000,90000,90000,2090000
6/25/2021,DP Motor Baru,7040000,1100000,1860000,5180000
5/24/2020,Beli iPad/Tablet Nugas,6220000,,1850000,4370000
6/20/2020,Beli iPad/Tablet Nugas,11790000,70000,670000,11120000
9/24/2021,Beli Kamera Analog/Mirrorless,5830000,,3790000,2040000
6/1/2020,Dana Darurat,15920000,30000,3190000,12730000
6/7/2025,Modal Nikah/Tunangan,87840000,1800000,76720000,11120000
4/15/2022,Modal Usaha Thrift/F&B,8610000,960000,8610000,0
7/1/2021,Beli Helm Fullface/Cargloss,1170000,70000,720000,450000
11/27/2020,Dana Darurat,3350000,,2720000,630000
10/20/2025,,97510000,220000,83370000,14140000
8/15/2020,,2130000,80000,550000,1580000
1/19/2022,Beli Motor Bekas,11200000,30000,8200000,3000000
11/3/2020,Beli Sepeda Lipat/Fixie,1880000,20000,20000,1860000
10/27/2024,Modal Nikah/Tunangan,85780000,80000,61020000,24760000
12/24/2021,Beli iPad/Tablet Nugas,7720000,70000,4850000,2870000
3/28/2021,Beli Game Steam/PS,780000,60000,780000,0
2/3/2022,Beli Kasur Busa/Springbed,1300000,99999999,10000,1290000
11/11/2022,Modal Nikah/Tunangan,87840000,50000,26310000,61530000
6/2/2024,,85780000,600000,79380000,6400000
5/22/2024,Modal Nikah/Tunangan,73480000,80000,40260000,33220000
7/8/2021,Tiket DWP / Pestapora,1910000,60000,60000,1850000
6/17/2021,Outfit Wisuda/Kondangan,980000,20000,120000,860000
4/22/2022,Liburan ke Bali/Jogja,5870000,,2470000,3400000
3/1/2021,Upgrade HP Baru,11180000,70000,6810000,4370000
4/1/2022,Beli Laptop Skripsi,11640000,50000,9720000,1920000
2/12/2021,Beli Helm Fullface/Cargloss,690000,290000,470000,220000
11/13/2020,Dana Darurat,15560000,1800000,8930000,6630000
4/22/2020,Beli Motor Bekas,9610000,70000,5100000,4510000
7/15/2021,Beli Motor Bekas,7730000,10000,2530000,5200000
4/12/2020,Naik Gunung (Semeru/Rinjani),2100000,60000,830000,1270000
9/28/2020,Beli Laptop Skripsi,6570000,400000,4510000,2060000
3/20/2022,Beli Hewan Qurban,2980000,,820000,2160000
11/19/2022,Modal Nikah/Tunangan,45570000,220000,23710000,21860000
7/12/2020,Modal Nikah/Tunangan,15350000,270000,6960000,8390000
2/17/2022,Beli Game Steam/PS,1180000,200000,420000,760000
9/21/2021,Modal Nikah/Tunangan,85780000,190000,15870000,69910000
2/6/2021,Tiket DWP / Pestapora,2130000,70000,70000,2060000
2/7/2024,Modal Nikah/Tunangan,73480000,99999999,35050000,38430000
12/12/2020,Beli Motor Bekas,7110000,190000,3390000,3720000
7/4/2020,Beli Hewan Qurban,4820000,70000,3390000,1430000
6/25/2025,Modal Nikah/Tunangan,87840000,700000,77600000,10240000
3/7/2022,Modal Nikah/Tunangan,32780000,70000,70000,32710000
10/13/2021,Modal Nikah/Tunangan,85780000,10000,16240000,69540000
9/11/2020,Rakit PC Gaming,24690000,50000,5950000,18740000
3/15/2022,Rakit PC Gaming,21690000,90000,220000,21470000
11/11/2020,Beli Kasur Busa/Springbed,1160000,1000000,1040000,120000
4/10/2024,Modal Nikah/Tunangan,85960000,40000,48210000,37750000
6/21/2021,Bayar UKT Semester Depan,3250000,,2670000,580000
5/24/2022,Beli Laptop Skripsi,14870000,60000,5100000,9770000
6/27/2021,Beli iPad/Tablet Nugas,7610000,2000000,7120000,490000
11/16/2020,Kursus Bootcamp IT/Data Science,5610000,1700000,2120000,3490000
4/8/2022,Beli Kamera Analog/Mirrorless,4340000,50000,2320000,2020000
6/8/2020,Beli Skincare/Makeup,760000,220000,360000,400000
3/21/2022,Staycation Bareng Temen,930000,10000,580000,350000
11/20/2020,DP Motor Baru,5430000,,3050000,2380000
6/4/2022,,4680000,30000,3680000,1000000
9/28/2020,Beli iPad/Tablet Nugas,11250000,230000,2100000,9150000
10/22/2020,Beli Emas Antam,6290000,,5150000,1140000
12/30/2020,Rakit PC Gaming,24690000,80000,10580000,14110000
8/7/2020,Modal Usaha Thrift/F&B,14340000,,2100000,12240000
5/8/2020,Beli Kipas Angin/AC Portable,270000,50000,50000,220000
3/4/2022,Beli Mechanical Keyboard,960000,50000,50000,910000
7/30/2020,Sewa Server/VPS Tahunan,1420000,900000,1420000,0
7/28/2022,Modal Nikah/Tunangan,85960000,1100000,34760000,51200000
4/7/2021,Beli Raket Badminton/Sepatu Futsal,990000,,130000,860000
2/26/2021,Modal Nikah/Tunangan,85780000,100000,750000,85030000
4/12/2021,Rakit PC Gaming,24690000,170000,17630000,7060000
4/15/2021,Bayar Kosan Tahunan,7930000,20000,2130000,5800000
3/3/2021,Beli iPad/Tablet Nugas,10440000,140000,3200000,7240000
1/18/2022,Beli Kipas Angin/AC Portable,1410000,80000,260000,1150000
7/15/2021,Modal Nikah/Tunangan,12310000,60000,6580000,5730000
7/4/2021,Beli Domain & Hosting,630000,20000,580000,50000
3/21/2022,Beli Game Steam/PS,940000,50000,810000,130000
12/6/2021,Upgrade HP Baru,5170000,230000,520000,4650000
5/11/2021,,1830000,130000,760000,1070000
10/16/2021,Kado Hari Ibu/Ultah Ortu,380000,100000,380000,0
3/19/2022,,3870000,120000,1780000,2090000
3/20/2022,Beli Mechanical Keyboard,960000,540000,960000,0
3/11/2022,Modal Usaha Thrift/F&B,8610000,40000,6300000,2310000
2/5/2022,Naik Gunung (Semeru/Rinjani),1210000,100000,100000,1110000
11/20/2020,Rakit PC Gaming,14090000,120000,5950000,8140000
6/17/2021,Beli iPad/Tablet Nugas,7610000,180000,4970000,2640000
11/25/2020,Beli Motor Bekas,7110000,50000,1500000,5610000
8/2/2020,Outfit Wisuda/Kondangan,910000,,250000,660000
6/16/2024,,93000000,80000,39290000,53710000
1/25/2020,Naik Gunung (Semeru/Rinjani),2160000,240000,1610000,550000
12/12/2020,Liburan ke Bali/Jogja,6030000,40000,2640000,3390000
3/15/2021,Beli Action Figure/Gunpla,2760000,70000,1040000,1720000
12/23/2020,Rakit PC Gaming,21100000,1000000,9130000,11970000
9/18/2024,Modal Nikah/Tunangan,87840000,70000,63990000,23850000
6/22/2024,Modal Nikah/Tunangan,87840000,90000,39100000,48740000
3/27/2022,Beli Kipas Angin/AC Portable,1020000,740000,1020000,0
3/31/2021,Beli Motor Bekas,14520000,400000,2000000,12520000
11/20/2021,Tiket Konser K-Pop/Lokal,830000,400000,830000,0
2/16/2022,Kursus Bootcamp IT/Data Science,3130000,40000,1450000,1680000
5/15/2022,Rakit PC Gaming,21690000,50000,4800000,16890000
6/5/2021,Beli Kasur Busa/Springbed,1700000,60000,60000,1640000
11/17/2024,Modal Nikah/Tunangan,85960000,40000,82290000,3670000
12/29/2024,Modal Nikah/Tunangan,85960000,40000,85550000,410000
2/20/2022,Beli Kamera Analog/Mirrorless,5860000,270000,4640000,1220000
3/12/2021,Tiket DWP / Pestapora,2130000,640000,2130000,0
8/16/2020,Naik Gunung (Semeru/Rinjani),1530000,50000,480000,1050000
8/17/2024,Modal Nikah/Tunangan,65260000,80000,57660000,7600000
1/15/2022,Staycation Bareng Temen,920000,120000,310000,610000
12/21/2021,Bayar UKT Semester Depan,4220000,600000,2820000,1400000
2/29/2020,Beli Emas Antam,2640000,,1080000,1560000
3/26/2022,Sewa Server/VPS Tahunan,2220000,40000,810000,1410000
4/29/2024,Modal Nikah/Tunangan,89990000,20000,30940000,59050000
3/8/2022,Modal Usaha Thrift/F&B,8720000,100000,470000,8250000
12/24/2021,Beli Motor Bekas,11200000,30000,7310000,3890000
9/13/2022,Modal Nikah/Tunangan,24510000,100000,17740000,6770000
1/10/2022,DP Motor Baru,4460000,40000,1360000,3100000
9/21/2021,Bayar Kosan Tahunan,13230000,50000,5040000,8190000
8/29/2021,Langganan Gym,1180000,100000,1050000,130000
8/23/2020,Modal Usaha Thrift/F&B,14340000,20000,2410000,11930000
8/1/2020,DP Motor Baru,7500000,300000,2860000,4640000
1/6/2022,Staycation Bareng Temen,620000,200000,200000,420000
5/11/2022,Dana Darurat,7640000,30000,4110000,3530000
3/22/2022,Modal Nikah/Tunangan,45570000,1000000,7160000,38410000
2/12/2022,Beli Action Figure/Gunpla,1810000,80000,130000,1680000
6/19/2020,Ganti LCD HP,1210000,40000,1000000,210000
5/29/2022,Modal Nikah/Tunangan,24510000,10000,10930000,13580000
3/16/2020,Beli Kamera Analog/Mirrorless,7890000,400000,3660000,4230000
10/6/2020,Beli Motor Bekas,9820000,70000,8650000,1170000
2/22/2022,,8540000,10000,1970000,6570000
12/24/2020,Bayar Kosan Tahunan,8200000,130000,4890000,3310000
2/18/2022,,13760000,50000,10800000,2960000
2/28/2025,Modal Nikah/Tunangan,89990000,,73160000,16830000
1/23/2021,Rakit PC Gaming,18880000,230000,15700000,3180000
11/19/2021,Modal Usaha Thrift/F&B,13760000,190000,6490000,7270000
5/6/2021,Beli Motor Bekas,14520000,1600000,8130000,6390000
5/5/2022,Modal Nikah/Tunangan,87840000,,19030000,68810000
2/25/2020,Top Up Game (MLBB/Genshin/Valo),630000,60000,630000,0
5/26/2021,Rakit PC Gaming,18050000,80000,17850000,200000
12/28/2022,Modal Nikah/Tunangan,93000000,180000,25060000,67940000
9/10/2020,Bayar UKT Semester Depan,4280000,60000,70000,4210000
8/19/2024,Modal Nikah/Tunangan,85780000,70000,58390000,27390000
11/30/2024,Modal Nikah/Tunangan,73480000,,62070000,11410000
5/7/2020,Beli Magic Com & Dispenser,540000,100000,100000,440000
12/19/2021,Beli iPad/Tablet Nugas,8520000,,1820000,6700000
8/24/2020,Rakit PC Gaming,18050000,90000,3130000,14920000
1/8/2022,Beli Parfum Lokal,220000,100000,220000,0
3/1/2020,Kado Hari Ibu/Ultah Ortu,2650000,40000,2210000,440000
5/8/2020,Beli Domain & Hosting,180000,10000,100000,80000
3/23/2022,,700000,50000,160000,540000
1/17/2022,Sewa Server/VPS Tahunan,980000,240000,510000,470000
3/14/2021,Beli Sepatu Sneakers/Running,860000,,270000,590000
6/8/2021,Beli Motor Bekas,14520000,80000,10320000,4200000
6/4/2021,Monitor External,2180000,220000,220000,1960000
7/12/2020,Beli iPad/Tablet Nugas,11790000,600000,1390000,10400000
3/5/2021,Beli iPad/Tablet Nugas,10440000,270000,4170000,6270000
2/9/2020,Sewa Server/VPS Tahunan,1120000,90000,340000,780000
3/13/2022,Beli Emas Antam,9690000,40000,5710000,3980000
7/19/2024,Modal Nikah/Tunangan,32780000,1270000,32780000,0
5/9/2022,Bayar Kosan Tahunan,17290000,50000,15940000,1350000
5/15/2022,,11710000,40000,4400000,7310000
4/16/2025,,93000000,50000,81840000,11160000
8/2/2020,Kado Hari Ibu/Ultah Ortu,2520000,10000,1580000,940000
9/20/2020,Dana Darurat,6950000,70000,3900000,3050000
3/14/2022,Staycation Bareng Temen,610000,90000,360000,250000
4/29/2022,Beli Kamera Analog/Mirrorless,6590000,90000,2760000,3830000
7/8/2021,Langganan Gym,1180000,20000,20000,1160000
1/29/2022,Modal Nikah/Tunangan,85780000,60000,21300000,64480000
4/9/2022,Nabung Bayar Utang/Pinjol,4450000,30000,1530000,2920000
7/19/2022,Modal Usaha Thrift/F&B,11710000,1000000,9870000,1840000
2/17/2022,Beli Kamera Analog/Mirrorless,5860000,80000,4370000,1490000
6/24/2024,Modal Nikah/Tunangan,65260000,80000,54340000,10920000
1/2/2021,,1810000,,1810000,0
2/16/2022,Kado Hari Ibu/Ultah Ortu,2510000,1400000,1550000,960000
4/19/2022,Dana Darurat,12120000,800000,8490000,3630000
5/13/2021,Beli Action Figure/Gunpla,2760000,50000,2320000,440000
10/25/2021,Tiket Konser K-Pop/Lokal,4620000,1300000,4130000,490000
9/4/2024,Modal Nikah/Tunangan,87840000,,63310000,24530000
10/27/2020,Modal Nikah/Tunangan,15350000,90000,14290000,1060000
12/20/2021,Rakit PC Gaming,21710000,50000,12990000,8720000
7/3/2021,Beli Motor Bekas,7730000,150000,2300000,5430000
6/13/2020,Modif Motor/Ganti Knalpot,2420000,240000,590000,1830000
11/1/2020,Modal Skripsi & Jilid,2320000,200000,920000,1400000
4/15/2024,Modal Nikah/Tunangan,87840000,90000,55490000,32350000
1/12/2021,Tiket DWP / Pestapora,1550000,170000,270000,1280000
7/6/2021,Modif Motor/Ganti Knalpot,2420000,40000,40000,2380000
11/6/2021,Modal Nikah/Tunangan,73480000,20000,12880000,60600000
1/17/2022,,7920000,100000,1910000,6010000
8/21/2022,Modal Nikah/Tunangan,85780000,600000,34160000,51620000
7/9/2020,Beli Game Steam/PS,1110000,120000,230000,880000
8/26/2020,Bayar UKT Semester Depan,2200000,80000,1400000,800000
6/14/2021,DP Motor Baru,7040000,200000,270000,6770000
4/28/2021,Bayar UKT Semester Depan,7260000,180000,6680000,580000
11/3/2021,Kado Ultah Pacar,260000,130000,130000,130000
4/10/2021,Modal Skripsi & Jilid,530000,,230000,300000
3/5/2021,Rakit PC Gaming,21100000,500000,13110000,7990000
7/3/2022,Rakit PC Gaming,21690000,270000,6510000,15180000
2/4/2022,Beli Sepatu Sneakers/Running,360000,360000,360000,0
12/18/2024,Modal Nikah/Tunangan,65260000,1600000,65120000,140000
3/4/2020,Beli Motor Bekas,8210000,80000,1810000,6400000
3/6/2022,Liburan ke Bali/Jogja,6050000,1100000,1730000,4320000
6/16/2024,,73480000,1300000,46240000,27240000
4/10/2020,Modal Usaha Thrift/F&B,9220000,200000,1550000,7670000
1/19/2025,Modal Nikah/Tunangan,89990000,60000,70000000,19990000
9/21/2021,,9770000,180000,3630000,6140000
3/16/2020,Kursus Bootcamp IT/Data Science,5290000,110000,4240000,1050000
11/5/2020,Beli Emas Antam,6100000,80000,1370000,4730000
8/4/2022,Modal Nikah/Tunangan,93000000,50000,17190000,75810000
1/20/2020,,1390000,220000,1390000,0
5/30/2020,Modal Nikah/Tunangan,15350000,,4890000,10460000
9/19/2021,Upgrade HP Baru,13540000,100000,11890000,1650000
11/6/2021,Liburan ke Bali/Jogja,6910000,,2460000,4450000
4/18/2022,Modal Nikah/Tunangan,73480000,150000,19520000,53960000
1/15/2021,Tiket DWP / Pestapora,1660000,80000,1220000,440000
6/13/2022,Rakit PC Gaming,17300000,90000,12900000,4400000
2/11/2022,Beli Kamera Analog/Mirrorless,2820000,30000,250000,2570000
1/1/2024,Modal Nikah/Tunangan,93000000,240000,25300000,67700000
8/29/2020,Beli Sepatu Sneakers/Running,1860000,80000,780000,1080000
2/22/2022,Beli Sepeda Lipat/Fixie,2320000,40000,1450000,870000
5/14/2020,Kursus Bootcamp IT/Data Science,7180000,80000,830000,6350000
2/28/2022,DP Motor Baru,6140000,40000,2400000,3740000
8/24/2020,Rakit PC Gaming,18050000,90000,3130000,14920000
8/29/2020,Beli iPad/Tablet Nugas,4580000,20000,720000,3860000
6/18/2021,Rakit PC Gaming,14610000,90000,2370000,12240000
9/5/2022,Modal Nikah/Tunangan,87840000,80000,22980000,64860000
2/14/2022,Liburan ke Bali/Jogja,5540000,110000,930000,4610000
11/12/2020,Dana Darurat,14150000,70000,2470000,11680000
2/18/2022,Traktir Temen Sidang/Wisuda,490000,60000,350000,140000
11/8/2021,Beli Kipas Angin/AC Portable,1180000,80000,80000,1100000
6/16/2022,Modal Nikah/Tunangan,85780000,60000,31960000,53820000
